PassageDate,PassageTime,PassageDirection,Species,BodyDepth,LengthCoefficient,TotalLength,LifeStage,Count,Sex,AdClip,Condition,IDCertainty,SilhouetteQuality,VideoQuality,VideoProblems,Vaki/Trap,Comments
2019-09-08,12:51:00,UP,RBT,78,4.8,374,J,1,UNK,N,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-09-11,06:19:00,UP,RBT,60,4.8,288,J,1,UNK,UNK,GOOD,P,FAIR,FAIR,OR,VAKI,NA
2019-09-11,06:19:00,DOWN,RBT,63,4.8,302,J,-1,UNK,UNK,GOOD,P,POOR,POOR,N/A,VAKI,NA
2019-09-16,17:20:00,UP,RBT,67,4.8,322,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-09-16,23:06:00,UP,RBT,85,4.8,408,A,1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-09-16,23:06:00,DOWN,RBT,85,4.8,408,A,-1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-09-17,21:11:00,UP,RBT,86,4.8,413,A,1,UNK,Y,GOOD,P,POOR,GOOD,NO,VAKI,NA
2019-09-17,21:11:00,DOWN,RBT,69,4.8,331,J,-1,UNK,Y,GOOD,P,POOR,N/A,N/A,VAKI,NA
2019-09-17,21:17:00,UP,RBT,90,4.8,432,A,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-09-26,20:23:00,UP,RBT,117,4.8,562,A,1,UNK,N,GOOD,P,GOOD,FAIR,OR,VAKI,NA
2019-10-06,07:26:00,UP,RBT,65,4.8,312,J,1,UNK,N,GOOD,P,POOR,GOOD,NO,VAKI,NA
2019-10-06,07:26:00,DOWN,RBT,60,4.8,288,J,-1,UNK,N,GOOD,P,POOR,N/A,N/A,VAKI,NA
2019-10-06,13:15:00,UP,RBT,70,4.8,336,J,1,UNK,N,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-10-06,13:15:00,DOWN,RBT,62,4.8,298,J,-1,UNK,N,GOOD,P,GOOD,N/A,N/A,VAKI,NA
2019-10-07,18:19:00,UP,RBT,80,4.8,384,J,1,UNK,N,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-10-08,21:19:00,UP,RBT,110,4.8,528,A,1,F,Y,GOOD,P,POOR,GOOD,NO,VAKI,NA
2019-10-12,07:05:00,UP,RBT,110,4.8,528,A,1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-10-14,12:32:00,UP,RBT,72,4.8,346,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-10-18,13:57:00,UP,RBT,108,4.8,518,A,1,F,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-10-19,23:35:00,UP,RBT,95,4.8,456,A,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-10-25,12:12:00,UP,RBT,102,4.8,490,A,1,UNK,Y,L,P,GOOD,GOOD,NO,VAKI,NA
2019-10-28,23:49:00,UP,RBT,92,4.8,442,A,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-10-29,10:26:00,UP,RBT,57,4.8,274,J,1,UNK,Y,GOOD,P,FAIR,POOR,NO,VAKI,NA
2019-10-29,10:26:00,DOWN,RBT,57,4.8,274,J,-1,UNK,Y,GOOD,P,POOR,N/A,N/A,VAKI,NA
2019-10-29,11:18:00,UP,RBT,57,4.8,274,J,1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-10-30,19:02:00,UP,RBT,95,4.8,456,A,1,UNK,Y,GOOD,P,POOR,GOOD,NO,VAKI,NA
2019-10-30,19:02:00,DOWN,RBT,102,4.8,490,A,-1,UNK,Y,GOOD,P,FAIR,N/A,N/A,VAKI,NA
2019-10-30,19:13:00,UP,RBT,91,4.8,437,A,1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-11-01,07:20:00,UP,RBT,72,4.8,346,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-01,10:04:00,UP,RBT,70,4.8,336,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-02,09:56:00,UP,RBT,90,4.8,432,A,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-04,16:08:00,UP,RBT,92,4.8,442,A,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-05,16:01:00,UP,RBT,80,4.8,384,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-06,08:31:00,UP,RBT,70,4.8,336,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-09,07:55:00,UP,RBT,55,4.8,264,J,1,UNK,Y,GOOD,P,FAIR,POOR,TB,VAKI,NA
2019-11-09,11:25:00,UP,RBT,60,4.8,288,J,1,UNK,Y,GOOD,P,FAIR,POOR,TB,VAKI,NA
2019-11-09,15:00:00,UP,RBT,80,4.8,384,J,1,UNK,N,GOOD,P,FAIR,POOR,TB,VAKI,NA
2019-11-09,21:56:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2019-11-11,15:40:00,UP,RBT,120,4.8,576,A,1,UNK,N,GOOD,VL,GOOD,POOR,TB,VAKI,NA
2019-11-12,11:05:00,UP,RBT,71,4.8,341,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-12,18:47:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2019-11-12,23:45:00,UP,RBT,135,4.8,648,A,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2019-11-21,12:07:00,UP,RBT,62,4.8,298,J,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2019-11-30,10:12:00,UP,RBT,97,4.8,466,A,1,UNK,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2020-11-01,20:50:00,UP,RBT,130,4.8,624,A,1,UNK,Y,AB,P,POOR,FAIR,OR,VAKI,NA
2020-11-16,07:54:00,UP,RBT,62,4.8,297.6,J,1,UNK,N,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2020-11-19,11:19:00,UP,RBT,57,4.8,273.6,J,1,UNK,N,GOOD,VL,POOR,POOR,TB,VAKI,NA
2020-11-24,07:08:00,UP,RBT,60,4.8,288,J,1,UNK,N,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2020-12-27,07:54:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2020-12-28,06:50:00,UP,RBT,65,4.8,312,J,1,UNK,N,GOOD,P,GOOD,FAIR,TB,VAKI,NA
2020-12-28,06:50:00,DOWN,RBT,65,4.8,312,J,-1,UNK,N,GOOD,P,POOR,NONE,N/A,VAKI,NA
2020-12-31,12:38:00,UP,RBT,67,4.8,321.6,J,1,UNK,N,GOOD,VL,FAIR,FAIR,OR,VAKI,NA
2020-12-31,17:04:00,UP,RBT,65,4.8,312,J,1,UNK,N,GOOD,P,GOOD,FAIR,DB,VAKI,NA
